"Graders and Sorters, Agricultural Products","109,060",1.1,25.77,"53,590",0.3,17.76,22.33,23.33,29.22,36.51,"36,930","46,440","48,530","60,780","75,940",,
Graphic Designers,"118,670",1.4,18.39,"38,250",0.4,13.64,14.33,17.72,21.99,23.13,"28,370","29,810","36,850","45,750","48,100",,
"Grinding and Polishing Workers, Hand","65,700",4.1,19.77,"41,120",1.4,13.9,14.88,17.87,22.45,28.12,"28,910","30,950","37,180","46,700","58,500",,
Grounds Maintenance Workers,"641,240",0.7,24.93,"51,850",0.4,17.86,22.31,23.11,28.73,30.67,"37,150","46,410","48,070","59,770","63,790",,
"Grounds Maintenance Workers, All Other","180,570",1.5,23.23,"48,310",0.4,14.15,17.75,22.43,28.43,35.67,"29,430","36,930","46,660","59,120","74,200",,
Hazardous Materials Removal Workers,"73,270",1.9,20.7,"43,060",1.2,13.9,14.57,18.06,22.91,28.98,"28,910","30,310","37,570","47,660","60,280",,
"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors","10,410",4.5,38.38,"79,820",1.8,20.06,26.79,36.27,46.06,59.63,"41,730","55,710","75,440","95,810","124,040",,
Health Education Specialists,"10,790",6,28.83,"59,960",2.7,15.88,18.81,28.61,36.5,40.46,"33,040","39,130","59,500","75,910","84,150",,
Health Information Technologists and Medical Registrars,"140,770",1.6,23.67,"49,230",0.6,14.15,17.64,21.98,28.38,36.22,"29,430","36,690","45,720","59,040","75,340",,
"Health Specialties Teachers, Postsecondary","37,900",2.1,29.53,"61,410",1.3,14.27,18.03,26.71,37,47.35,"29,680","37,500","55,560","76,960","98,490",,
Health Technologists and Technicians,"26,070",2.5,*,"54,650",0.7,*,*,*,*,*,"36,960","46,590","48,420","60,780","76,180",TRUE,
"Health Technologists and Technicians, All Other","2,740",5.5,41.65,"86,640",1.1,23.62,36.68,38.54,48.18,58.21,"49,120","76,300","80,150","100,200","121,070",,
Healthcare Diagnosing or Treating Practitioners,"17,250",5.6,28.45,"59,170",8.2,15.71,18.2,23.23,36.25,46.57,"32,680","37,850","48,320","75,410","96,870",,
"Healthcare Diagnosing or Treating Practitioners, All Other","44,100",2.1,31.19,"64,880",2.1,14.22,18,28.25,37.61,54.63,"29,570","37,440","58,750","78,230","113,630",,
Healthcare Support Occupations,"3,366,480",0.4,14.07,"29,260",0.2,10.72,11.58,14.15,14.53,17.79,"22,290","24,090","29,430","30,230","37,010",,
Hearing Aid Specialists,"1,314,830",0.5,15.99,"33,250",0.2,11.48,13.89,14.57,17.87,21.27,"23,880","28,900","30,310","37,170","44,240",,
"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic","45,160",0.9,16.08,"33,440",0.2,11.52,13.73,14.42,17.97,22.34,"23,970","28,560","29,990","37,380","46,470",,
"Heating, Air Conditioning, and Refrigeration Mechanics and Installers","39,140",2.5,16.65,"34,640",0.6,11.12,12.29,14.55,19.69,23.14,"23,120","25,560","30,260","40,960","48,140",,
Heavy Vehicle and Mobile Equipment Service Technicians and Mechanics,"41,980",2.6,30.56,"63,560",0.6,22.5,24.46,29.68,36.9,38.56,"46,810","50,880","61,730","76,740","80,210",,
"Helpers, Construction Trades","3,370",7.8,18.86,"39,230",3.4,11.47,13.63,16.14,22.57,29.79,"23,860","28,350","33,560","46,950","61,960",,
"Helpers, Construction Trades, All Other","93,660",1.7,29.2,"60,740",0.7,17.92,23.4,29.42,36.48,38.54,"37,280","48,670","61,180","75,870","80,170",,
"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters","42,390",2.9,14.6,"30,370",1,10.65,11.65,14.04,16.98,18.23,"22,140","24,240","29,200","35,320","37,920",,
Helpers--Extraction Workers,"81,030",2.6,23.68,"49,260",1.2,11.75,16.72,22.55,29.09,37.31,"24,450","34,770","46,910","60,510","77,600",,
"Helpers--Installation, Maintenance, and Repair Workers","347,170",1.2,20.44,"42,510",0.5,14.22,17.79,18.59,22.88,28.63,"29,580","37,000","38,660","47,580","59,540",,
"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons","727,760",0.8,18.36,"38,190",0.3,13.98,14.52,17.88,20.91,23.16,"29,070","30,200","37,190","43,490","48,170",,
"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters","61,170",1.1,20.4,"42,420",0.5,14.18,16.94,18.37,23.15,28.99,"29,490","35,230","38,220","48,150","60,300",,
Helpers--Production Workers,"55,830",3.7,16.45,"34,220",0.9,10.97,13.57,14.47,18.38,23.17,"22,810","28,220","30,100","38,220","48,190",,
Helpers--Roofers,"43,560",3.7,16.61,"34,560",1.1,10.98,13.41,14.39,18.03,24.55,"22,840","27,880","29,930","37,500","51,060",,
Highway Maintenance Workers,"98,970",1.8,15.28,"31,780",0.4,11.02,13.56,14.32,17.56,18.68,"22,920","28,200","29,780","36,520","38,860",,
Highway Maintenance Workers,"132,750",1.4,18.49,"38,450",0.3,13.94,14.63,17.97,21.68,23.31,"28,990","30,430","37,380","45,090","48,490",,
Historians,"108,410",1.6,19.56,"40,690",0.4,12.41,14.42,18.14,22.97,28.49,"25,810","29,990","37,740","47,770","59,250",,
Home Appliance Repairers,"54,470",0.3,33.53,"69,750",0.2,19.52,22.92,29.91,40.75,50.74,"40,610","47,680","62,220","84,760","105,540",,
Home Appliance Repairers,"128,230",0.6,47.48,"98,760",0.3,24.9,32.31,47.76,61.07,76.85,"51,790","67,210","99,330","127,020","159,850",,
Home Health and Personal Care Aides,"80,890",1.3,40.03,"83,270",0.5,22.81,29.46,37.61,48.24,61.38,"47,450","61,270","78,230","100,350","127,680",,
"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop","55,450",1.4,26.48,"55,080",0.7,15.11,18.41,24.15,30.77,39,"31,440","38,290","50,240","64,010","81,110",,
"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop","23,780",1.4,30.73,"63,910",0.6,17.93,24.05,29.33,36.96,47.46,"37,300","50,020","61,010","76,880","98,720",,
"Human Resources Assistants, Except Payroll and Timekeeping","317,310",1.2,26.58,"55,290",0.6,13.96,17.86,24.38,31.72,39.25,"29,030","37,140","50,700","65,980","81,640",,
Human Resources Managers,"14,600",4.2,33.5,"69,680",1.6,19.32,24.27,31.06,39.35,48.43,"40,190","50,480","64,600","81,850","100,730",,
Human Resources Managers,"2,770",2.8,26.12,"54,340",1.7,14.42,15.87,20.48,32.31,41,"30,000","33,000","42,600","67,210","85,270",,
Hydrologic Technicians,"16,420",1.5,25.16,"52,340",0.8,13.25,17.99,23.23,30.36,37.66,"27,560","37,420","48,320","63,160","78,330",,
Hydrologists,"392,600",0.4,25.69,"53,420",0.3,16.64,18.55,23.04,30.26,38.14,"34,600","38,590","47,920","62,940","79,340",,
Industrial Engineers,"107,890",0.3,43.45,"90,370",0.2,23.1,29.62,40.21,51.22,70.59,"48,040","61,600","83,640","106,540","146,830",,
"Industrial Machinery Installation, Repair, and Maintenance Workers","6,730",0.3,27.98,"58,190",0.3,15,22.72,29.2,34.39,37.66,"31,200","47,260","60,730","71,530","78,330",,
Industrial Production Managers,"7,450",3.4,22.14,"46,050",0.9,13.96,16.61,22.4,28.3,31.32,"29,030","34,550","46,590","58,850","65,150",,
Industrial Truck and Tractor Operators,"665,380",0.4,34.02,"70,750",0.3,19.32,24.34,31.06,39.35,49.29,"40,190","50,630","64,610","81,850","102,530",,
Industrial Truck and Tractor Operators,"3,590",4.3,33.45,"69,570",1.6,22.75,24.58,31.21,39.15,47.24,"47,310","51,130","64,930","81,430","98,250",,
"Information and Record Clerks, All Other","11,600",1.7,20.49,"42,620",0.8,13.8,15.19,18.83,23.85,29.06,"28,690","31,590","39,160","49,600","60,450",,
"Inspectors, Testers, Sorters, Samplers, and Weighers","28,860",4,29.31,"60,970",1.5,15.45,19.37,28.55,37.28,47.15,"32,130","40,290","59,380","77,540","98,070",,
"Installation, Maintenance, and Repair Occupations","9,190",2.1,18.31,"38,080",0.7,13.45,14.17,17.04,19.13,27.28,"27,970","29,470","35,450","39,790","56,730",,
"Installation, Maintenance, and Repair Workers, All Other","1,057,100",0.4,17.23,"35,830",0.4,11.18,13.89,15.13,18.83,24.06,"23,250","28,890","31,470","39,170","50,040",,
Instructional Coordinators,"82,690",2.9,17.15,"35,670",1,11.53,13.78,15.12,18.83,23.91,"23,990","28,660","31,450","39,160","49,720",,
Insulation Workers,"114,320",4,13.14,"27,320",1.3,9.22,10.65,12.32,14.34,17.57,"19,180","22,140","25,630","29,820","36,540",,
"Insulation Workers, Floor, Ceiling, and Wall","48,320",0.4,22.3,"46,380",0.2,18.91,19.98,21.86,23.73,26.86,"39,330","41,560","45,470","49,360","55,870",,
"Insulation Workers, Mechanical","55,310",2,14.53,"30,220",0.6,9.9,11.97,13.99,16.55,18.85,"20,600","24,900","29,100","34,430","39,200",,
"Insurance Appraisers, Auto Damage","100,110",2.4,20.27,"42,160",0.7,13.8,15,18.37,22.96,29.57,"28,690","31,190","38,210","47,760","61,510",,
Insurance Sales Agents,"129,810",2.7,27.37,"56,920",1.8,14.86,18.81,24.11,31.41,40.66,"30,910","39,130","50,160","65,340","84,570",,
Insurance Underwriters,"1,040,600",0.9,18.82,"39,150",0.6,11.59,14.15,17.58,22.52,29.05,"24,100","29,430","36,570","46,840","60,410",,
"Interviewers, Except Eligibility and Loan","768,130",2.2,12.25,"25,490",0.6,8.68,10.39,11.63,14.19,15.11,"18,050","21,610","24,180","29,510","31,420",,
"Interviewers, Except Eligibility and Loan","392,860",0.7,15.15,"31,520",0.4,10.65,11.78,14.38,17.67,21.14,"22,140","24,500","29,910","36,760","43,980",,
"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",440,25.2,20.8,"43,260",12.3,13.95,14.5,20.63,24.65,26.01,"29,010","30,160","42,920","51,260","54,110",,
Jewelers and Precious Stone and Metal Workers,"1,193,860",1.1,15.21,"31,630",0.6,10.84,13.37,14.43,17.54,18.8,"22,550","27,810","30,010","36,480","39,090",,
Jewelers and Precious Stone and Metal Workers,"124,800",6.2,13.51,"28,110",1.3,9.16,11,13.73,14.93,18.3,"19,050","22,880","28,560","31,050","38,060",,
"Judges, Magistrate Judges, and Magistrates","18,170",9.3,16.05,"33,390",1.6,10.72,13.16,14.77,17.92,22.73,"22,310","27,380","30,720","37,280","47,270",,
Judicial Law Clerks,"783,350",1.7,13.85,"28,810",0.5,9.39,11.31,13.84,15.07,18.3,"19,520","23,520","28,780","31,340","38,060",,
"Laborers and Freight, Stock, and Material Movers, Hand","485,330",1.4,14.59,"30,340",1,8.59,9.89,12.67,16.41,22.94,"17,870","20,560","26,350","34,120","47,710",,
Landscape Architects,"3,095,120",0.9,12.53,"26,060",0.4,8.77,10.56,12.07,14.27,15.51,"18,230","21,970","25,100","29,680","32,250",,
"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic","1,804,030",0.8,13.95,"29,010",0.7,8.58,9.63,12.5,14.83,22.07,"17,840","20,020","26,000","30,850","45,910",,
Laundry and Dry-Cleaning Workers,"243,030",1.6,14.19,"29,500",0.6,10.07,11.52,13.81,15.23,18.49,"20,940","23,970","28,730","31,670","38,460",,
"Law, Criminal Justice, and Social Work Teachers, Postsecondary","336,970",2.4,13.31,"27,690",1,8.86,10.69,13.06,14.56,17.94,"18,430","22,240","27,170","30,280","37,310",,
Lawyers and Judicial Law Clerks,"377,040",1.6,13.15,"27,350",0.5,9.23,11.02,13.52,14.5,16.76,"19,200","22,920","28,130","30,160","34,870",,
"Layout Workers, Metal and Plastic","324,690",1.7,12.5,"26,000",0.6,8.73,10.46,11.83,14.16,15.89,"18,160","21,750","24,600","29,450","33,050",,
Legal Secretaries and Administrative Assistants,"83,240",5.8,13.83,"28,760",1.3,9.18,11.37,14,15.09,17.7,"19,100","23,660","29,120","31,390","36,820",,
Legislators,"153,640",1.1,21.68,"45,100",0.4,13.93,16.21,19.05,24.25,30.54,"28,980","33,710","39,630","50,440","63,530",,
Librarians and Media Collections Specialists,"116,380",1.9,25.61,"53,270",0.7,16.63,18.69,23.46,29.9,37.93,"34,600","38,880","48,800","62,200","78,880",,
"Library Assistants, Clerical","2,036,680",0.4,15.32,"31,860",0.3,10.74,11.8,14.31,17.66,22.26,"22,340","24,550","29,760","36,730","46,300",,
"Library Assistants, Clerical","723,430",1.2,14.22,"29,580",0.3,10.49,11.29,13.84,14.89,18.45,"21,820","23,470","28,780","30,960","38,370",,
"Library Science Teachers, Postsecondary","17,350",7.2,18.52,"38,530",3.1,11.12,13.71,16.51,21.93,28.49,"23,130","28,510","34,350","45,610","59,250",,
Library Technicians,"85,370",1,19.54,"40,640",0.8,13.76,14.67,18.05,22.45,28.2,"28,620","30,520","37,540","46,700","58,660",,
"Life Sciences Teachers, Postsecondary","892,450",0.6,16.94,"35,240",0.3,11.62,14.12,16.55,18.32,22.9,"24,170","29,360","34,430","38,100","47,630",,
Life Scientists,"25,820",4.1,19.47,"40,500",1,13.86,16.15,18.4,22.23,25.81,"28,820","33,580","38,270","46,240","53,690",,
"Life Scientists, All Other","41,920",5.8,22.81,"47,450",1.2,14.51,18.32,22.58,27.96,30.87,"30,180","38,110","46,970","58,160","64,210",,
"Life, Physical, and Social Science Occupations","15,770",7.7,18.81,"39,120",1.6,13.33,14.5,17.57,22.02,29.24,"27,720","30,150","36,540","45,810","60,820",,
Light Truck Drivers,"19,510",2.3,25.28,"52,590",0.8,14.39,18.73,23.63,29.63,36.39,"29,920","38,960","49,140","61,640","75,680",,
Lighting Technicians,"66,860",1.9,22.66,"47,130",0.6,13.71,15.17,21.57,28.2,36.35,"28,520","31,560","44,870","58,650","75,610",,
"Loading and Moving Machine Operators, Underground Mining","101,030",1.5,21.99,"45,730",0.9,13.8,16.21,19.42,24.45,31.51,"28,700","33,710","40,390","50,860","65,540",,
Loan Officers,"15,840",3.4,18.38,"38,230",2.8,11.13,13.51,15.04,21.46,28.26,"23,160","28,110","31,280","44,630","58,790",,
Locksmiths and Safe Repairers,"225,680",1.4,14.19,"29,520",0.5,10.28,11.13,13.75,14.96,18.63,"21,380","23,160","28,600","31,130","38,750",,
Lodging Managers,"64,700",1.7,13.92,"28,960",1.6,8.53,8.94,12,14.42,22.98,"17,740","18,600","24,960","29,990","47,810",,
Lodging Managers,"7,340",5.8,14,"29,110",2.3,9.25,11.02,13.24,15.88,18.45,"19,230","22,910","27,530","33,020","38,380",,
Log Graders and Scalers,"10,820",5,15.28,"31,790",1.7,10.26,11.09,13.94,17.07,22.24,"21,340","23,080","28,990","35,510","46,260",,
Logging Workers,"1,620",8.9,15.85,"32,970",2.6,10.72,12,14.11,18.01,22.78,"22,290","24,960","29,350","37,450","47,390",,
Logisticians,"54,970",3.1,12.69,"26,390",1.2,8.65,9.93,11.75,14.31,17.56,"17,990","20,650","24,440","29,750","36,530",,
Machine Feeders and Offbearers,"262,170",2.3,12.55,"26,110",0.4,8.67,10.43,11.78,14.17,16.91,"18,030","21,700","24,500","29,480","35,170",,
"Machine Tool Cutting Setters, Operators, and Tenders, Metal and Plastic","3,380",11.6,26.25,"54,590",4.5,12.96,15.09,23,36.99,39.77,"26,950","31,380","47,850","76,940","82,710",,
Machinists,"9,670",5.7,14.53,"30,220",1.4,9.24,11.17,13.74,16.01,20.27,"19,210","23,220","28,570","33,300","42,160",,
Machinists,"4,290",11.3,14.27,"29,680",3.6,8.36,9.92,11.62,14.7,22.42,"17,390","20,630","24,170","30,570","46,630",,
"Mail Clerks and Mail Machine Operators, Except Postal Service","4,070",5.5,24.62,"51,210",2.1,13.94,17.97,22.97,29.42,37.6,"29,000","37,380","47,780","61,200","78,210",,
"Mail Clerks and Mail Machine Operators, Except Postal Service","2,040",11.8,19.07,"39,660",1.5,13.9,15.23,18.03,21.28,24.42,"28,910","31,690","37,490","44,270","50,790",,
"Maintenance and Repair Workers, General","32,490",1.7,15.21,"31,630",1.1,10.75,11.78,14.05,17.23,21.95,"22,350","24,490","29,230","35,840","45,660",,
"Makeup Artists, Theatrical and Performance","24,700",2.1,27.1,"56,360",1.2,14.25,18.21,23.53,30.68,40.17,"29,640","37,880","48,950","63,820","83,550",,
Management Occupations,"12,910",8.1,17.16,"35,700",3.2,10.79,12.65,14.41,21.51,25.6,"22,430","26,300","29,970","44,730","53,260",,
"Managers, All Other","285,980",1.6,17.3,"35,990",1.3,10.03,11.52,14.26,18.65,28.4,"20,860","23,960","29,670","38,790","59,070",,
Manufactured Building and Mobile Home Installers,"1,960",39,59.8,"124,380",12.2,18.31,37.91,64.78,79.12,82.77,"38,070","78,850","134,750","164,560","172,150",,
Marine Engineers and Naval Architects,"120,540",2.1,14.65,"30,480",1,10.72,12.7,14.05,14.95,18.67,"22,290","26,420","29,210","31,100","38,820",,
Marine Engineers and Naval Architects,"9,560",11.2,12.09,"25,160",2.6,9,10.61,11.75,13.88,14.62,"18,720","22,070","24,440","28,860","30,420",,
Market Research Analysts and Marketing Specialists,"50,580",9.1,20.05,"41,700",2.4,11.1,14.06,17.93,22.83,31.58,"23,100","29,240","37,300","47,490","65,680",,
Marketing Managers,"20,530",4.9,14.44,"30,040",2.5,8.9,11.21,14,16.73,18.77,"18,520","23,320","29,120","34,790","39,040",,
Marriage and Family Therapists,"33,560",6.1,18.04,"37,520",2.2,12.03,14.26,16.93,21.67,27.76,"25,030","29,660","35,210","45,070","57,750",,
Material Moving Workers,"30,980",3.1,15.96,"33,200",1.7,10.07,11.68,14.32,18.11,22.98,"20,950","24,300","29,780","37,670","47,800",,
Materials Engineers,"438,520",1.6,13.31,"27,680",0.5,8.91,10.88,13.22,14.47,17.99,"18,540","22,640","27,490","30,100","37,430",,
Materials Scientists,"221,600",1.6,22.05,"45,870",1,11.04,14.22,19.57,27.77,36.51,"22,960","29,580","40,700","57,760","75,940",,
"Math and Computer Science Teachers, Postsecondary","264,020",1,15.39,"32,020",0.4,10.45,11.7,14.27,17.59,22.43,"21,730","24,330","29,680","36,580","46,660",,
"Mathematical Science Occupations, All Other","92,500",1.9,16.81,"34,950",0.6,11.18,13.86,15.01,18.63,23.33,"23,260","28,820","31,220","38,750","48,530",,
Mathematicians,"72,030",9.4,14.8,"30,790",1,10.73,13.47,14.24,16.51,18.17,"22,320","28,010","29,610","34,330","37,790",,
Mechanical Drafters,"1,143,260",0.4,22.54,"46,890",0.3,13.94,16.12,18.86,25.03,35.17,"29,000","33,520","39,230","52,070","73,160",,
Mechanical Engineering Technologists and Technicians,"243,920",0.9,44.38,"92,320",0.7,22.84,29.56,38.31,51.86,76.98,"47,510","61,490","79,680","107,860","160,120",,
Media and Communication Equipment Workers,"3,318,020",0.5,12.87,"26,770",0.2,8.93,10.9,13.11,14.2,16.94,"18,580","22,670","27,260","29,540","35,230",,
"Media and Communication Equipment Workers, All Other","17,150",3.3,14,"29,130",1.1,9.15,10.99,13.75,14.94,18.06,"19,020","22,860","28,600","31,080","37,560",,
"Media and Communication Workers, All Other","371,620",1.5,17.39,"36,170",0.5,11,13.78,15.06,18.77,24.44,"22,880","28,660","31,330","39,040","50,830",,
Medical and Health Services Managers,"265,130",1,17.75,"36,920",0.5,11.03,13.71,16.47,21.8,27.97,"22,940","28,530","34,260","45,340","58,180",,
Medical Appliance Technicians,"3,693,490",0.3,15.35,"31,920",0.2,10.5,11.3,14,16.88,21.85,"21,840","23,500","29,120","35,110","45,460",,
Medical Equipment Preparers,"96,660",2.8,31.99,"66,540",1,13.8,18.13,25.16,38.13,60.27,"28,700","37,700","52,340","79,310","125,370",,
Medical Records Specialists,"422,600",1.1,33.34,"69,340",1.2,14.41,18.37,23.96,37.9,60.82,"29,970","38,210","49,840","78,840","126,510",,
Medical Scientists,"426,870",1.2,44.84,"93,260",0.8,18.26,23.12,30.25,55.88,98.77,"37,970","48,100","62,910","116,240","205,440",,
Medical Secretaries and Administrative Assistants,"37,190",2.4,22.39,"46,580",1.4,13.6,15,21.06,26.37,35.68,"28,280","31,200","43,810","54,840","74,220",,
"Meeting, Convention, and Event Planners","1,026,390",0.7,34.19,"71,110",0.5,14.57,19.22,29.11,39.52,61.71,"30,310","39,980","60,550","82,210","128,350",,
Merchandise Displayers and Window Trimmers,"266,160",1.6,49.4,"102,750",0.8,21.38,29.76,45.6,62.92,80.92,"44,460","61,900","94,840","130,860","168,320",,
"Metal Furnace Operators, Tenders, Pourers, and Casters","1,242,490",0.7,34.81,"72,390",0.4,14.72,22.02,29.61,41.16,60.46,"30,620","45,800","61,600","85,610","125,750",,
Metal-Refining Furnace Operators and Tenders,"40,680",3.9,17.78,"36,990",1.6,11.48,13.96,15.55,19.29,25.68,"23,870","29,040","32,350","40,130","53,410",,
"Meter Readers, Utilities","2,000",26.5,*,*,*,*,*,*,*,*,*,*,*,*,*,,
Microbiologists,"48,460",6.9,41.58,"86,490",4.5,14.65,20.64,29.81,48.56,84.65,"30,470","42,920","62,010","101,000","176,080",,
"Middle School Teachers, Except Special and Career/Technical Education","175,920",3.8,29.56,"61,480",1.8,13.59,17.25,23.24,36.51,49.12,"28,270","35,880","48,340","75,940","102,170",,
Millwrights,"59,550",2.9,57.03,"118,630",0.9,29.95,38.41,49.86,74.57,87.91,"62,300","79,900","103,710","155,110","182,850",,
"Mining and Geological Engineers, Including Mining Safety Engineers","115,130",3.2,14.74,"30,670",1.3,9.36,11.28,13.9,16.58,21.73,"19,470","23,470","28,910","34,480","45,190",,
Miscellaneous Assemblers and Fabricators,"7,860",8.9,16.81,"34,970",2.1,10.02,11.31,14.13,17.68,24.47,"20,850","23,530","29,390","36,770","50,890",,
Miscellaneous Assemblers and Fabricators,"235,740",1.5,18.67,"38,840",0.7,11.19,13.63,14.22,18.03,30.3,"23,270","28,350","29,570","37,500","63,030",,
Miscellaneous Computer Occupations,"1,443,630",0.3,30.47,"63,380",0.1,17.96,22.83,29.13,36.98,46.93,"37,370","47,490","60,590","76,920","97,610",,
Miscellaneous Educational Instruction and Library Workers,"48,190",1.8,16.63,"34,590",0.5,11.11,13.81,14.5,17.98,22.76,"23,120","28,720","30,150","37,410","47,330",,
Miscellaneous Engineers,"3,870",7.3,18.93,"39,370",2.6,11.39,14.09,18.09,23,28.9,"23,690","29,300","37,630","47,830","60,120",,
Miscellaneous Entertainment Attendants and Related Workers,"1,340",3.6,23.79,"49,470",1.4,14.14,17.97,22.6,29.09,36.25,"29,420","37,370","47,000","60,510","75,410",,
Miscellaneous Financial Specialists,"212,900",1.5,19.85,"41,280",0.6,13.86,14.62,18.13,22.58,28.54,"28,820","30,420","37,700","46,970","59,360",,
Miscellaneous Food Preparation and Serving Related Workers,"429,080",1,20.55,"42,750",0.3,14.31,17.62,18.43,22.94,28.72,"29,760","36,650","38,330","47,700","59,750",,
Miscellaneous Health Practitioners and Technical Workers,"1,509,370",0.6,21.7,"45,140",0.2,14,17.67,21.9,23.92,29.8,"29,120","36,750","45,560","49,760","61,980",,
Miscellaneous Healthcare Diagnosing or Treating Practitioners,"11,140",2.6,14.79,"30,770",0.8,10.9,12.5,14.12,17.12,18.21,"22,660","26,000","29,360","35,620","37,890",,
Miscellaneous Information and Record Clerks,"149,290",1.3,23.83,"49,560",0.4,14.54,18.21,22.89,28.87,34.38,"30,240","37,880","47,610","60,050","71,500",,
Miscellaneous Legal Support Workers,"61,930",1.6,21.6,"44,930",0.5,14.46,17.74,21.71,24.26,29.09,"30,080","36,890","45,150","50,450","60,510",,
"Miscellaneous Life, Physical, and Social Science Technicians","364,210",1,16.79,"34,930",0.3,13.52,14.14,17.46,18.03,22.27,"28,120","29,410","36,310","37,500","46,320",,
Miscellaneous Material Moving Workers,"30,310",2.9,23,"47,830",0.9,14.71,17.81,22.55,26.38,30.59,"30,590","37,040","46,900","54,860","63,620",,
Miscellaneous Media and Communication Workers,"39,980",3.6,27.75,"57,710",1.2,18.89,22.71,25.96,30.08,37.64,"39,290","47,230","54,000","62,570","78,290",,
Miscellaneous Motor Vehicle Operators,"7,060",6.2,20.06,"41,710",2.9,14.14,17.67,18.23,22.58,25.15,"29,420","36,750","37,920","46,960","52,310",,
Miscellaneous Personal Appearance Workers,"150,170",1,21.57,"44,870",0.2,13.98,17.64,21.45,23.19,29.32,"29,070","36,680","44,610","48,230","60,980",,
Miscellaneous Physical Scientists,"16,820",2.5,21.42,"44,540",0.7,14.35,17.74,21.49,23.38,29.61,"29,840","36,890","44,710","48,620","61,590",,
Miscellaneous Postsecondary Teachers,"2,787,070",0.5,18.79,"39,070",0.1,12.67,14.28,17.75,22.34,28.19,"26,340","29,700","36,920","46,460","58,640",,
Miscellaneous Protective Service Workers,"151,340",0.5,23.35,"48,570",0.1,15.18,17.91,22.8,28.73,30.57,"31,580","37,250","47,420","59,760","63,590",,
Miscellaneous Religious Workers,"85,460",3.2,17.7,"36,820",0.7,11.53,14,17.48,22,23.65,"23,980","29,120","36,360","45,760","49,190",,
"Miscellaneous Sales Representatives, Services","220,380",1,13.48,"28,040",0.4,10.31,11.02,13.5,14.28,17.54,"21,440","22,910","28,080","29,700","36,470",,
Miscellaneous Teachers and Instructors,"169,840",1.3,18.67,"38,840",0.3,13.78,14.44,17.89,22.22,24.23,"28,650","30,020","37,220","46,210","50,400",,
Miscellaneous Transportation Workers,"78,470",2.1,15.62,"32,490",0.4,10.71,11.5,14.16,17.88,22.6,"22,270","23,910","29,450","37,200","47,000",,
Miscellaneous Woodworkers,"238,610",1.2,21.59,"44,910",0.4,14.33,17.79,22.09,23.63,29.27,"29,800","37,000","45,940","49,140","60,870",,
"Mobile Heavy Equipment Mechanics, Except Engines","40,500",3.5,19.83,"41,250",1,14.23,17.47,18.19,22.58,24.88,"29,600","36,340","37,840","46,960","51,750",,
"Model Makers and Patternmakers, Wood","133,850",2.4,20.11,"41,820",0.7,13.81,14.44,18.23,22.94,28.66,"28,730","30,040","37,920","47,700","59,620",,
"Model Makers, Wood","102,770",1.3,21.56,"44,840",0.4,14.37,17.88,21.94,23.58,29.18,"29,890","37,180","45,630","49,050","60,680",,
"Models, Demonstrators, and Product Promoters","983,150",0.6,15.82,"32,910",0.2,11.08,13.66,14.4,17.78,22,"23,050","28,420","29,950","36,980","45,760",,
"Molders, Shapers, and Casters, Except Metal and Plastic","100,860",1.5,21.94,"45,630",0.4,14,14.76,19.18,28.73,33.37,"29,110","30,690","39,900","59,770","69,420",,
"Morticians, Undertakers, and Funeral Arrangers","155,080",1,21.13,"43,950",0.3,13.95,16.63,20.75,24.28,29.14,"29,010","34,590","43,160","50,500","60,610",,
Motion Picture Projectionists,"85,750",2.2,23.28,"48,420",1.1,14.43,17.8,22.55,28.55,33.39,"30,020","37,020","46,910","59,380","69,450",,
"Motor Vehicle Operators, All Other","68,310",3.6,16.48,"34,270",0.6,11.47,13.92,15.89,18,22.22,"23,850","28,960","33,050","37,440","46,220",,
Motorboat Operators,"97,050",1.2,22.61,"47,030",0.4,14.1,17.74,22.44,28.54,30.74,"29,340","36,890","46,670","59,360","63,940",,
Motorcycle Mechanics,"194,330",1.1,22.43,"46,650",0.4,14,17.11,21.18,26.61,34.37,"29,120","35,590","44,050","55,340","71,480",,
"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic","24,000",2.8,22.81,"47,430",0.8,13.8,15.77,21.98,28.86,36.5,"28,690","32,790","45,720","60,020","75,920",,
Music Directors and Composers,"79,320",0,25.58,"53,210",0,18.69,22.15,25.14,30.87,31.49,"38,880","46,070","52,290","64,210","65,500",,
Musical Instrument Repairers and Tuners,"335,540",0,26.14,"54,370",0,19.06,19.06,25.21,32.32,33,"39,640","39,640","52,440","67,230","68,640",,
Musicians and Singers,"112,130",0.1,24.52,"51,010",0,17.34,18.69,23.34,30.74,30.87,"36,070","38,880","48,550","63,940","64,210",,
Natural Sciences Managers,"367,200",0.8,25.11,"52,220",0.3,15.17,18.3,23.1,29.25,36.75,"31,550","38,060","48,040","60,840","76,440",,
