"Cutting and Slicing Machine Setters, Operators, and Tenders","29,480",4.1,23.91,"49,730",1.8,14.18,17.82,21.71,27.93,36.91,"29,490","37,060","45,160","58,090","76,780",,
"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic","340,050",1.1,26.39,"54,880",0.4,17.22,18.7,23.63,30.08,37.84,"35,820","38,900","49,150","62,560","78,710",,
Dancers,"173,860",1.2,29.96,"62,310",0.5,18.09,22.9,29.25,36.98,41.74,"37,630","47,630","60,840","76,920","86,820",,
Dancers and Choreographers,"113,810",1.5,27.79,"57,800",0.9,14.91,18.57,23.62,33.3,46.78,"31,010","38,630","49,130","69,260","97,300",,
Data Entry and Information Processing Workers,"49,730",1.7,30.29,"63,010",0.6,17.68,22.28,29.42,38.48,44.97,"36,780","46,340","61,190","80,040","93,540",,
Data Scientists,"55,830",2.3,31.22,"64,930",1,17.8,22.48,29.13,37.61,49.27,"37,020","46,770","60,600","78,220","102,480",,
Data Scientists,"92,140",0.6,30.43,"63,290",0.3,17.97,22.56,28.97,37.03,47.64,"37,380","46,920","60,250","77,020","99,090",,
Database Administrators,"398,380",1,19.45,"40,460",0.5,13.42,14.64,18.08,22.58,28.6,"27,910","30,440","37,610","46,960","59,490",,
Database and Network Administrators and Architects,"61,010",2.2,22.97,"47,780",0.7,14.63,17.76,22.4,28.5,34,"30,440","36,940","46,590","59,280","70,720",,
Database Architects,"90,770",1.9,24.28,"50,510",0.6,14.19,17.87,22.78,28.99,36.84,"29,520","37,170","47,390","60,300","76,630",,
Dental Assistants,"50,790",2,27.51,"57,230",1.2,14.64,18.66,23.9,30.56,38.9,"30,450","38,800","49,720","63,560","80,920",,
Dental Laboratory Technicians,"21,000",4.2,25.42,"52,880",2.3,13.96,17.52,22.59,29.56,43.5,"29,030","36,440","46,980","61,480","90,470",,
"Dentists, All Other Specialists","10,490",7.9,20.81,"43,290",3.6,11.88,14.03,18.03,23.59,35.43,"24,710","29,170","37,500","49,060","73,700",,
"Derrick, Rotary Drill, and Service Unit Operators, Oil and Gas","681,010",1,71.17,"148,030",1.1,29.52,39.24,61.54,93.55,#,"61,400","81,620","127,990","194,580",#,,
Designers,"14,800",1.6,30.16,"62,730",1,17.56,20.95,24.4,35.76,49.08,"36,520","43,580","50,750","74,390","102,080",,
Desktop Publishers,"13,840",0.4,50.08,"104,160",0.6,22.87,30.7,49.3,63.7,86.79,"47,580","63,850","102,550","132,490","180,520",,
Desktop Publishers,"7,320",15.4,29.98,"62,350",8.2,14.42,17.74,23.76,36.51,53.05,"29,990","36,910","49,410","75,940","110,350",,
Detectives and Criminal Investigators,"27,790",0.7,68.52,"142,520",0.9,22.35,39.01,71.17,82.32,#,"46,490","81,150","148,030","171,230",#,,
Diagnostic Related Technologists and Technicians,"336,250",1.8,28.04,"58,330",1.1,17.51,21.82,27.03,34.98,42.61,"36,410","45,390","56,230","72,750","88,640",,
Dietitians and Nutritionists,"51,040",2.7,25.19,"52,390",1.3,14.59,17.9,22.74,29.47,37.04,"30,350","37,240","47,310","61,300","77,040",,
Dietitians and Nutritionists,"46,090",3.1,35.1,"73,000",1.3,17.35,22.15,28.75,45.44,68.05,"36,090","46,070","59,790","94,520","141,540",,
"Directors, Religious Activities and Education","79,640",0.7,*,"105,720",0.4,*,*,*,*,*,"46,910","61,760","94,360","132,070","198,240",TRUE,
Dishwashers,"37,600",0.8,*,"89,610",0.6,*,*,*,*,*,"47,280","50,010","77,910","105,950","156,650",TRUE,
Dishwashers,"44,140",0.3,*,"87,980",0.4,*,*,*,*,*,"45,280","60,310","77,580","103,420","155,350",TRUE,
"Dispatchers, Except Police, Fire, and Ambulance","5,950",1.8,*,"98,600",0.4,*,*,*,*,*,"48,720","64,490","95,160","124,440","157,700",TRUE,
"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers","35,440",0.6,*,"115,590",0.4,*,*,*,*,*,"60,380","78,130","104,940","134,760","182,590",TRUE,
"Drafters, All Other","8,570",1.5,*,"97,520",0.5,*,*,*,*,*,"48,720","64,280","95,910","123,630","157,210",TRUE,
"Drafters, Engineering Technicians, and Mapping Technicians","47,690",0.3,*,"98,710",0.3,*,*,*,*,*,"48,720","61,750","81,440","123,730","169,410",TRUE,
Dredge Operators,"1,180",1,*,"93,510",0.5,*,*,*,*,*,"50,280","63,300","82,330","105,250","134,760",TRUE,
"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic","10,250",0.7,*,"102,840",0.4,*,*,*,*,*,"49,730","64,030","98,070","127,670","165,240",TRUE,
Driver/Sales Workers,"20,260",0.4,*,"94,060",0.3,*,*,*,*,*,"49,330","62,060","79,410","104,270","157,670",TRUE,
Driver/Sales Workers and Truck Drivers,"5,440",0.7,*,"92,210",0.4,*,*,*,*,*,"47,760","62,160","81,980","105,850","150,150",TRUE,
Drywall and Ceiling Tile Installers,"12,460",0.2,*,"99,480",0.3,*,*,*,*,*,"49,000","62,540","93,070","124,660","164,150",TRUE,
"Earth Drillers, Except Oil and Gas","5,010",0.3,*,"102,110",0.3,*,*,*,*,*,"50,580","64,490","97,340","125,150","163,070",TRUE,
"Economics Teachers, Postsecondary","9,040",0.6,*,"91,680",0.4,*,*,*,*,*,"45,650","61,690","78,910","103,890","161,290",TRUE,
Editors,"11,790",0.6,*,"124,090",0.4,*,*,*,*,*,"58,330","78,400","104,940","157,320",#,TRUE,
"Education Administrators, All Other","3,440",0.6,*,"88,150",0.4,*,*,*,*,*,"48,960","63,600","81,440","102,720","131,040",TRUE,
"Education Administrators, Kindergarten through Secondary","14,060",0.6,*,"98,980",0.4,*,*,*,*,*,"48,990","63,050","81,980","122,690","164,670",TRUE,
"Education Administrators, Postsecondary","36,060",1.3,*,"88,390",0.7,*,*,*,*,*,"43,050","60,740","77,860","102,040","155,270",TRUE,
Education and Childcare Administrators,"12,550",0.4,*,"87,850",0.4,*,*,*,*,*,"46,870","61,420","77,980","101,010","155,270",TRUE,
"Education and Childcare Administrators, Preschool and Daycare","16,140",0.9,*,"87,320",0.5,*,*,*,*,*,"38,080","60,270","77,500","102,230","155,580",TRUE,
"Education Teachers, Postsecondary","191,830",0.7,*,"133,310",0.4,*,*,*,*,*,"48,890","64,630","102,720","172,680",#,TRUE,
Educational Instruction and Library Occupations,"68,060",2.4,*,"82,040",0.5,*,*,*,*,*,"47,630","61,390","77,440","98,680","125,930",TRUE,
"Educational, Guidance, and Career Counselors and Advisors","58,780",0.8,*,"76,990",0.4,*,*,*,*,*,"31,200","48,780","63,910","97,450","127,420",TRUE,
"Electric Motor, Power Tool, and Related Repairers","4,330",0.6,*,"80,850",0.3,*,*,*,*,*,"48,390","61,350","77,100","97,340","124,680",TRUE,
"Electrical and Electronic Equipment Mechanics, Installers, and Repairers","13,790",1.1,*,"81,730",0.4,*,*,*,*,*,"38,850","50,770","64,600","99,330","132,340",TRUE,
Electrical and Electronics Drafters,"14,110",4.6,*,"130,820",0.7,*,*,*,*,*,"48,760","73,150","123,470","168,210",#,TRUE,
Electrical and Electronics Engineers,"12,280",1.7,*,"77,650",0.3,*,*,*,*,*,"36,200","49,990","71,010","98,070","125,820",TRUE,
"Electrical and Electronics Repairers, Commercial and Industrial Equipment","94,720",0.7,*,"86,240",0.8,*,*,*,*,*,"38,090","49,990","75,940","100,130","156,240",TRUE,
"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay","27,330",0.4,*,"84,580",0.5,*,*,*,*,*,"46,640","60,420","77,560","99,330","132,720",TRUE,
Electrical Engineers,"58,480",0.4,*,"82,680",0.3,*,*,*,*,*,"39,230","51,730","75,930","99,330","132,220",TRUE,
Electrical Power-Line Installers and Repairers,"19,640",0.6,*,"82,990",0.4,*,*,*,*,*,"46,560","60,550","77,030","99,190","129,130",TRUE,
"Electrical, Electronic, and Electromechanical Assemblers, Except Coil Winders, Tapers, and Finishers","18,590",0.3,*,"86,460",0.4,*,*,*,*,*,"39,090","61,070","78,130","101,180","132,720",TRUE,
"Electrical, Electronics, and Electromechanical Assemblers","20,850",2.3,*,"88,260",1.3,*,*,*,*,*,"39,090","60,670","77,610","100,240","155,240",TRUE,
Electricians,"2,730",2.7,*,"93,230",0.7,*,*,*,*,*,"48,070","61,350","79,630","106,040","148,320",TRUE,
Electro-Mechanical and Mechatronics Technologists and Technicians,"13,860",0.8,*,"79,080",0.5,*,*,*,*,*,"37,630","49,860","72,440","99,150","128,230",TRUE,
"Electronic Equipment Installers and Repairers, Motor Vehicles","105,440",1.1,30.35,"63,130",0.5,17.78,22.55,28.77,36.94,46.89,"36,970","46,910","59,840","76,840","97,540",,
"Electronics Engineers, Except Computer","199,020",0.8,*,"92,200",0.5,*,*,*,*,*,"37,550","56,550","78,160","123,970","160,930",TRUE,
Elevator and Escalator Installers and Repairers,"391,670",1.3,17.53,"36,460",0.7,10.98,13.67,14.52,18.57,28.14,"22,840","28,440","30,210","38,620","58,530",,
Elevator and Escalator Installers and Repairers,"120,730",2.2,*,"64,490",1,*,*,*,*,*,"38,390","48,100","60,900","76,880","98,440",TRUE,
"Eligibility Interviewers, Government Programs","1,329,280",0.9,*,"67,080",0.5,*,*,*,*,*,"43,950","48,450","61,400","77,920","99,420",TRUE,
Embalmers,"592,000",1.8,*,"66,880",0.9,*,*,*,*,*,"45,510","48,540","61,320","77,640","99,470",TRUE,
Embalmers and Crematory Operators,"11,840",5.4,*,"69,410",1.6,*,*,*,*,*,"47,040","52,170","61,820","78,260","99,470",TRUE,
Emergency Management Directors,"1,020,240",1,*,"69,530",0.5,*,*,*,*,*,"46,090","48,830","61,820","78,780","100,310",TRUE,
Emergency Medical Technicians,"84,360",2.8,*,"68,960",1.2,*,*,*,*,*,"47,310","50,130","61,820","78,310","99,590",TRUE,
Emergency Medicine Physicians,"21,130",5.1,*,"71,970",1.5,*,*,*,*,*,"37,540","48,450","62,420","85,040","123,860",TRUE,
Engine and Other Machine Assemblers,"187,070",1.4,*,"67,090",0.7,*,*,*,*,*,"46,400","48,770","61,640","77,920","98,870",TRUE,
Engine and Other Machine Assemblers,"79,070",3.3,*,"68,860",1.3,*,*,*,*,*,"46,840","49,120","61,820","78,550","100,310",TRUE,
"Engineering and Architecture Teachers, Postsecondary","145,690",1.7,*,"70,100",0.7,*,*,*,*,*,"47,230","49,850","62,120","79,030","100,310",TRUE,
"Engineering Teachers, Postsecondary","38,000",4.1,*,"71,330",2.1,*,*,*,*,*,"38,130","48,350","61,720","82,230","104,370",TRUE,
"Engineers, All Other","38,260",3.3,29.16,"60,650",1,17.08,22.41,28.71,36.73,46.42,"35,530","46,620","59,720","76,400","96,550",,
"Entertainers and Performers, Sports and Related Workers","216,910",1.6,23.67,"49,230",1.1,11.47,14.38,20.95,28.81,37.82,"23,860","29,900","43,580","59,920","78,660",,
Entertainment and Recreation Managers,"374,620",2.8,18.47,"38,410",0.9,10.71,12.34,14.47,19.99,24.31,"22,270","25,670","30,100","41,570","50,560",,
Entertainment Attendants and Related Workers,"147,100",2.1,20.09,"41,780",1.7,11.36,14.05,17.53,22.63,29.61,"23,640","29,230","36,470","47,070","61,580",,
Environmental Engineering Technologists and Technicians,"164,650",1.9,*,"62,200",1.1,*,*,*,*,*,"29,640","44,520","50,540","77,230","99,200",TRUE,
Environmental Science and Geoscience Technicians,"6,120",4.5,29.75,"61,880",1.5,17.67,22.28,28.87,36.99,47.15,"36,750","46,350","60,050","76,930","98,070",,
"Environmental Science and Protection Technicians, Including Health","11,030",2.1,30.71,"63,880",1.9,17.31,22.4,28.9,36.98,47.35,"35,990","46,590","60,110","76,920","98,490",,
"Environmental Science Teachers, Postsecondary","10,960",2.1,25.02,"52,030",1.2,14.01,17.52,22.9,29.53,38.36,"29,130","36,440","47,630","61,420","79,780",,
"Environmental Scientists and Specialists, Including Health","127,790",1,30.86,"64,180",0.4,17.94,23.06,29.42,37.21,47.06,"37,300","47,960","61,190","77,400","97,870",,
Etchers and Engravers,"73,000",1.6,18.79,"39,070",0.5,11.24,14.1,17.78,22.67,28.49,"23,370","29,330","36,970","47,160","59,250",,
Exercise Physiologists,"10,620",10.8,27.9,"58,040",3.1,14.44,17.86,24.03,32.53,44.58,"30,030","37,140","49,990","67,660","92,720",,
"Explosives Workers, Ordnance Handling Experts, and Blasters","184,740",1.1,33.92,"70,560",0.5,18.46,23.92,30.64,38.84,48.6,"38,390","49,750","63,740","80,780","101,090",,
Extraction Workers,"121,290",0.5,*,"41,170",0.3,*,*,*,*,*,"22,730","29,670","38,040","49,010","62,260",TRUE,
"Extraction Workers, All Other","1,187,270",0.6,*,"31,760",0.3,*,*,*,*,*,"21,890","24,040","29,360","36,970","46,530",TRUE,
"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers","155,950",1.4,23.87,"49,650",0.8,11.2,14.49,22.26,29.26,38.42,"23,300","30,130","46,300","60,860","79,920",,
Facilities Managers,"42,080",2.6,55.5,"115,430",1.9,27.51,37.26,48.51,65.07,93.33,"57,220","77,490","100,890","135,350","194,130",,
Fallers,"3,740",7.6,19.58,"40,730",3.6,10.94,13.86,17.27,22.68,29.47,"22,760","28,830","35,930","47,170","61,290",,
"Family and Consumer Sciences Teachers, Postsecondary","9,430",11.9,33.18,"69,010",7.8,9.34,17.94,29.24,46.44,60.54,"19,430","37,310","60,820","96,580","125,930",,
Family Medicine Physicians,"20,430",9.9,41.45,"86,220",7,22.12,29.47,37.88,49.36,63.16,"46,000","61,300","78,790","102,660","131,370",,
Farm and Home Management Educators,"7,390",8.9,32.33,"67,240",4.8,10.46,18.42,29.61,46.11,55.3,"21,750","38,310","61,580","95,910","115,020",,
Farm Equipment Mechanics and Service Technicians,"27,940",3.2,38.31,"79,680",3.1,21.56,27.44,37.03,47.44,61.64,"44,840","57,070","77,030","98,680","128,210",,
Farm Labor Contractors,"19,310",5.3,40.22,"83,650",2.5,18.02,24.34,37.24,48.71,62.92,"37,480","50,630","77,450","101,320","130,870",,
"Farmers, Ranchers, and Other Agricultural Managers","36,000",1.8,15.43,"32,100",1,10.98,13.38,14.36,17.68,21.55,"22,830","27,830","29,880","36,770","44,820",,
"Farmers, Ranchers, and Other Agricultural Managers","204,040",1.3,28.83,"59,970",1,15.06,18.88,24.38,35.92,47.24,"31,310","39,270","50,710","74,700","98,260",,
"Farming, Fishing, and Forestry Occupations","61,970",2.4,30.08,"62,570",1.2,14.87,22.32,29.01,37.35,47.63,"30,930","46,420","60,340","77,700","99,070",,
"Farmworkers and Laborers, Crop, Nursery, and Greenhouse","159,790",1.4,17.08,"35,520",0.8,12.77,14.06,15.41,18.24,22.74,"26,560","29,240","32,060","37,930","47,290",,
"Farmworkers, Farm, Ranch, and Aquacultural Animals","6,850",8.1,30.27,"62,960",2.7,14.81,18.84,26.37,37.94,48.34,"30,810","39,180","54,860","78,910","100,550",,
Fashion Designers,"10,190",5.8,35.33,"73,480",4.5,14.54,21.43,29.96,47.13,62.49,"30,230","44,580","62,310","98,030","129,990",,
Fence Erectors,"30,100",24.7,31.31,*,7.3,11.16,15.02,23.48,30,61.98,*,*,*,*,*,,TRUE
Fence Erectors,"138,250",5.2,49.01,"101,950",4.5,18.37,24.45,37.98,62.23,99.45,"38,210","50,860","79,000","129,440","206,860",,
Fiberglass Laminators and Fabricators,"12,320",8.8,*,"116,930",4.9,*,*,*,*,*,"25,270","37,890","77,300",#,#,TRUE,
File Clerks,"193,740",1.5,*,"50,550",1.1,*,*,*,*,*,"22,200","29,240","38,970","60,400","80,720",TRUE,
File Clerks,"9,620",8,*,"51,710",16.4,*,*,*,*,*,"19,170","24,350","35,860","48,430","81,620",TRUE,
Financial Analysts and Advisors,"3,850",11.1,24.49,*,5.4,10.03,14,18.78,29.29,47.62,*,*,*,*,*,,TRUE
Financial and Investment Analysts,"3,990",12,23.86,"49,630",6.3,10.65,14.33,20.53,29.69,37.52,"22,150","29,800","42,700","61,750","78,030",,
"Financial Clerks, All Other","9,560",4.7,31.29,"65,080",3.1,11.75,17.66,23.62,37.52,59.52,"24,440","36,720","49,130","78,030","123,800",,
Financial Examiners,"24,080",4.2,41.46,*,3.9,11.47,18.12,30.49,55.09,88.77,*,*,*,*,*,,TRUE
Financial Managers,"4,770",12.3,21.82,*,6.8,9.68,13.63,15.7,23.54,37.98,*,*,*,*,*,,TRUE
Financial Managers,"8,300",9.7,24.62,*,7,9.5,13.94,17.96,28.24,40.83,*,*,*,*,*,,TRUE
"Financial Specialists, All Other","24,580",3.8,26.97,"56,110",2.4,10.99,13.97,18.09,28.89,49.56,"22,860","29,050","37,630","60,090","103,090",,
Fire Inspectors,"39,080",2.3,30.4,"63,230",1.5,14.05,16.95,23.26,37.14,57.98,"29,210","35,250","48,370","77,260","120,590",,
Firefighters,"242,710",0.9,35.22,"73,250",0.9,17.8,23.4,30.19,39.4,59.91,"37,020","48,670","62,800","81,960","124,620",,
Firefighting and Prevention Workers,"88,780",1.9,36.73,"76,400",1.3,17.78,23.26,30.46,47,62.22,"36,970","48,380","63,350","97,770","129,420",,
First-Line Supervisors of Building and Grounds Cleaning and Maintenance Workers,"47,620",2.7,39.17,"81,470",1.1,23.51,29.73,37.53,47.52,60.1,"48,890","61,830","78,060","98,840","125,010",,
First-Line Supervisors of Construction Trades and Extraction Workers,"49,410",5.5,39,"81,120",7.4,18.51,23.74,33.42,48.6,64.22,"38,500","49,390","69,510","101,080","133,580",,
First-Line Supervisors of Correctional Officers,"52,170",2.9,28.08,"58,400",1.6,14.11,18.38,23.61,36.51,47,"29,360","38,230","49,110","75,940","97,760",,
First-Line Supervisors of Entertainment and Recreation Workers,"12,300",3.5,31.36,"65,240",1.6,16.51,22.35,29.03,38.4,49.65,"34,340","46,480","60,380","79,860","103,270",,
"First-Line Supervisors of Entertainment and Recreation Workers, Except Gambling Services","16,540",7.8,28.56,"59,400",3,13.98,18.54,23.99,36.98,47.15,"29,080","38,560","49,900","76,920","98,070",,
First-Line Supervisors of Firefighting and Prevention Workers,"50,590",3.9,26.59,"55,310",1.9,14.5,18.41,23.47,30.42,43.36,"30,160","38,300","48,820","63,260","90,180",,
First-Line Supervisors of Firefighting and Prevention Workers,"25,270",6.4,24.66,"51,280",3.3,11.82,14.45,21.51,30.09,43.68,"24,580","30,060","44,740","62,590","90,850",,
First-Line Supervisors of Food Preparation and Serving Workers,"10,800",10,32.38,"67,360",3,14,20.24,29.09,38.33,59.95,"29,110","42,100","60,500","79,730","124,690",,
First-Line Supervisors of Gambling Services Workers,"4,280",13.1,27.89,"58,020",4,14.54,18.5,24.75,30.17,47.15,"30,230","38,470","51,470","62,750","98,070",,
"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers","38,420",4.6,23.18,"48,210",1.6,11.8,14.47,18.73,28.84,37.38,"24,540","30,090","38,950","60,000","77,760",,
"First-Line Supervisors of Mechanics, Installers, and Repairers","20,280",13.5,29.69,"61,740",2.6,14.5,18.48,23.67,37.15,48.74,"30,160","38,430","49,230","77,270","101,380",,
"First-Line Supervisors of Mechanics, Installers, and Repairers","28,030",8.2,36.54,"76,000",4.4,17.82,22.76,30.13,47.09,66.79,"37,060","47,350","62,680","97,950","138,910",,
First-Line Supervisors of Office and Administrative Support Workers,"16,670",13.6,33.31,"69,290",3.8,14,22.09,30.41,45.94,54.5,"29,120","45,960","63,250","95,560","113,360",,
First-Line Supervisors of Police and Detectives,"35,810",2.5,39.06,"81,240",1.4,17.98,24.27,36.06,47.48,61.9,"37,400","50,470","75,000","98,760","128,750",,
First-Line Supervisors of Production and Operating Workers,"108,680",3.3,80.37,"167,160",1.8,30.2,48.83,77.1,#,#,"62,810","101,570","160,370",#,#,,
"First-Line Supervisors of Protective Service Workers, All Other","5,330",12.3,149.74,"311,460",3.7,37.8,95.43,#,#,#,"78,620","198,490",#,#,#,,
First-Line Supervisors of Retail Sales Workers,"5,140",11.4,128.5,"267,280",6,46.13,72.45,#,#,#,"95,940","150,690",#,#,#,,
First-Line Supervisors of Sales Workers,790,30.4,69.1,"143,730",18.3,37.91,48.35,48.54,83,#,"78,850","100,570","100,950","172,650",#,,
First-Line Supervisors of Security Workers,"4,750",11.1,86.25,"179,400",5.6,37.02,41.46,84.21,#,#,"76,990","86,230","175,160",#,#,,
"First-Line Supervisors of Transportation and Material Moving Workers, Except Aircraft Cargo Handling Supervisors","66,690",1.6,31.55,"65,620",0.7,20.45,23.8,29.64,37.22,45.02,"42,530","49,490","61,650","77,430","93,640",,
Fish and Game Wardens,"38,720",3.6,60.31,"125,440",1.2,29.61,46.27,59.76,68.14,92.5,"61,590","96,230","124,300","141,730","192,390",,
Flight Attendants,"312,550",1,60.43,"125,690",0.3,36.94,58.21,61.81,69.04,79.13,"76,840","121,070","128,570","143,600","164,590",,
Floor Sanders and Finishers,"132,940",1.6,57.43,"119,460",0.6,37.47,48.02,58.43,63.34,79.14,"77,940","99,880","121,530","131,740","164,620",,
Food and Beverage Serving Workers,"8,840",6,76.15,"158,380",2.9,29.49,46.31,70.11,#,#,"61,350","96,320","145,840",#,#,,
Food Batchmakers,"127,830",1.3,43.02,"89,470",0.8,29.17,36.4,41.14,48.31,59.54,"60,680","75,710","85,570","100,490","123,840",,
Food Cooking Machine Operators and Tenders,"225,350",1,44.67,"92,920",0.4,29.77,37.38,45.97,49,61.11,"61,930","77,750","95,620","101,920","127,110",,
Food Preparation and Serving Related Occupations,"16,050",3.2,45.19,"94,000",1,29.34,36.3,39.8,49.07,61.8,"61,030","75,490","82,790","102,060","128,550",,
"Food Preparation and Serving Related Workers, All Other","16,980",2.5,25.91,"53,900",0.9,15.25,18.2,23.05,29.55,38.75,"31,710","37,850","47,940","61,470","80,610",,
Food Preparation Workers,"133,410",0.7,32.78,"68,190",0.2,22.78,28.5,29.73,37.13,45.93,"47,380","59,280","61,830","77,240","95,540",,
Food Preparation Workers,"147,470",1.5,41.26,"85,820",0.5,24.67,29.79,38.01,48.18,60.36,"51,310","61,970","79,060","100,200","125,560",,
Food Processing Workers,"6,860",3.1,25.98,"54,030",1.1,17.76,22.17,23.05,29.22,37,"36,930","46,120","47,940","60,780","76,950",,
"Food Processing Workers, All Other","13,490",5.3,31.26,"65,030",2.1,17.79,22.59,28.61,37.42,47.35,"37,010","46,980","59,500","77,830","98,490",,
Food Scientists and Technologists,"77,260",1,52.84,"109,920",0.7,29.21,37.94,48.26,61.74,79.62,"60,760","78,920","100,370","128,410","165,600",,
"Food Servers, Nonrestaurant","3,047,530",0.2,39.78,"82,750",0.2,28.58,29.71,37.31,46.91,57.81,"59,450","61,790","77,600","97,580","120,250",,
Food Service Managers,"43,950",4.7,97.34,"202,470",1.1,63.38,79.26,94.04,#,#,"131,840","164,860","195,610",#,#,,
Forensic Science Technicians,"7,750",5.7,54.91,"114,210",2,29.57,46.17,54.24,62.72,79.89,"61,500","96,040","112,830","130,450","166,170",,
Forest and Conservation Technicians,"234,690",1.3,56.75,"118,040",0.4,38.21,47.86,58.02,62.35,78.54,"79,470","99,540","120,680","129,680","163,350",,
Forest and Conservation Workers,"13,240",4.2,41.37,"86,050",2.1,28.33,34.32,37.96,47.76,57.79,"58,920","71,390","78,950","99,340","120,210",,
"Forest, Conservation, and Logging Workers","31,130",8.1,159.22,"331,190",2,56.53,#,#,#,#,"117,590",#,#,#,#,,
Foresters,"18,610",12.7,170.18,"353,970",1.5,79.62,#,#,#,#,"165,610",#,#,#,#,,
"Forestry and Conservation Science Teachers, Postsecondary","9,230",13.1,145.55,"302,740",4.3,48.53,81.74,#,#,#,"100,940","170,020",#,#,#,,
"Forging Machine Setters, Operators, and Tenders, Metal and Plastic","36,180",8.9,149.35,"310,640",2.2,49.67,#,#,#,#,"103,310",#,#,#,#,,
"Forming Machine Setters, Operators, and Tenders, Metal and Plastic","102,930",3.3,113.43,"235,930",1.7,30.57,69.15,#,#,#,"63,580","143,830",#,#,#,,
Foundry Mold and Coremakers,"58,260",3.4,116.44,"242,190",1.8,30.22,58.72,#,#,#,"62,850","122,140",#,#,#,,
Fundraisers,"7,120",7.8,128.68,"267,660",2.4,37.81,62.94,#,#,#,"78,650","130,920",#,#,#,,
Fundraisers,"21,570",10.1,142.41,"296,210",2.2,48.67,95.33,#,#,#,"101,240","198,290",#,#,#,,
Fundraising Managers,"33,620",7.1,95.4,"198,420",3.5,36.38,62.22,81.96,#,#,"75,670","129,410","170,480",#,#,,
Funeral Attendants,"11,010",9.2,128.45,"267,180",3.2,30.45,65.46,#,#,#,"63,340","136,160",#,#,#,,
Funeral Attendants,"25,520",3.5,120.08,"249,760",2.1,30.96,61.72,#,#,#,"64,400","128,380",#,#,#,,
Funeral Home Managers,"29,530",9.2,145.06,"301,720",2.9,37.88,79.62,#,#,#,"78,780","165,610",#,#,#,,
Funeral Service Workers,"256,670",1.6,111.3,"231,500",0.7,29.45,46.37,#,#,#,"61,260","96,450",#,#,#,,
"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders","11,610",20.4,129.85,"270,090",10.5,48.53,79.51,#,#,#,"100,940","165,380",#,#,#,,
Furniture Finishers,"16,260",7,147.22,"306,220",3.6,38.4,92.92,#,#,#,"79,870","193,280",#,#,#,,
Furniture Finishers,820,10.1,139.57,"290,310",1.7,48.04,82.81,#,#,#,"99,910","172,240",#,#,#,,
Gambling and Sports Book Writers and Runners,"29,590",5.2,143.17,"297,800",2.6,37.8,62.05,#,#,#,"78,610","129,070",#,#,#,,
Gambling Cage Workers,"7,250",12.7,34.51,"71,770",6,14.22,18.27,29.12,47.33,60.79,"29,580","38,000","60,570","98,440","126,440",,
Gambling Change Persons and Booth Cashiers,"207,190",2.1,39.12,"81,360",0.6,28.9,35.36,37.41,47.24,48.18,"60,100","73,540","77,810","98,260","100,200",,
Gambling Dealers,"26,250",2.6,54.44,"113,230",1.8,28.15,34.19,48.22,69.04,82.93,"58,550","71,120","100,300","143,600","172,490",,
Gambling Services Workers,"318,780",0.8,27.36,"56,910",0.3,14.56,18.26,27.79,35.83,38.15,"30,280","37,990","57,800","74,530","79,340",,
Gas Compressor and Gas Pumping Station Operators,"55,760",2.1,29.82,"62,020",0.4,14.38,18.26,29.12,37.31,47.15,"29,910","37,990","60,570","77,600","98,070",,
Gas Plant Operators,"78,640",1.7,38.79,"80,680",0.4,28.67,30.08,37.38,45.85,48.87,"59,640","62,560","77,740","95,360","101,650",,
General and Operations Managers,"17,140",1.8,40.79,"84,850",0.9,29.11,35.97,37.86,47.31,50.74,"60,550","74,820","78,760","98,410","105,530",,
General and Operations Managers,"216,380",1.1,31.97,"66,490",0.4,22.53,23.51,29.5,37.16,45.62,"46,850","48,900","61,370","77,290","94,880",,
General Internal Medicine Physicians,"38,070",1.8,37.41,"77,820",0.4,28.42,29.85,37.19,43.3,48.5,"59,110","62,090","77,360","90,050","100,870",,
Genetic Counselors,"2,400",4.6,59.98,"124,750",0.9,46.17,49.83,61.19,63.71,78.19,"96,040","103,640","127,270","132,510","162,640",,
"Geography Teachers, Postsecondary","161,400",1.1,17.64,"36,690",0.4,11.36,13.91,17.05,18.11,22.88,"23,620","28,920","35,470","37,660","47,580",,
"Geological Technicians, Except Hydrologic Technicians","96,510",1.7,23.8,"49,500",0.5,16.55,17.85,22.48,28.27,35.67,"34,420","37,120","46,770","58,810","74,200",,
Glaziers,"21,610",2.7,16.42,"34,160",0.8,10.96,13.65,14.19,17.88,22.66,"22,790","28,400","29,520","37,200","47,120",,
Glaziers,"436,630",0.7,18.25,"37,970",0.3,13.82,14.17,17.66,22.04,22.88,"28,740","29,460","36,740","45,850","47,580",,
"Graders and Sorters, Agricultural Products","93,410",2.4,18.27,"38,000",0.8,12.97,14.05,17.58,21.93,27.1,"26,980","29,210","36,570","45,620","56,380",,
